,Seq,Dur,RunTime,Mean,Sum,Min,Max,Proto,sTos,sDSb,sTtl,sHops,Cause,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Offset,sMeanPktSz,dMeanPktSz,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,Rate,SrcRate,DstRate,State,TcpRtt,SynAck,AckDat,Label,Attack Type,Attack Tool
16,278,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,38.0,26.0,Start,1,1,0,58,58,0,28908,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
17,436,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,55.0,9.0,Start,1,1,0,58,58,0,44084,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
18,168,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,42.0,22.0,Start,1,1,0,58,58,0,18348,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
19,24,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,3080,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
20,6,4.980022,4.980022,4.980022,4.980022,4.980022,4.980022,udp,0.0,cs0,117.0,11.0,Status,153,128,25,170304,164245,6059,214732,1283.164062,242.360001,271129.7188,261785.1875,9344.537109,0,0,0,0.0,30.521954,25.501896,4.819256,CON,0.0,0.0,0.0,Benign,Benign,Benign
21,380,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,40.0,24.0,Start,1,1,0,58,58,0,38708,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
22,6,4.999095,4.999095,4.999095,4.999095,4.999095,4.999095,udp,0.0,cs0,117.0,11.0,Status,143,122,21,165717,157293,8424,273440,1289.286865,401.142853,262490.7188,249651.5938,12839.12402,0,0,0,0.0,28.405142,24.204382,4.000724,CON,0.0,0.0,0.0,Benign,Benign,Benign
23,97,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,46.0,18.0,Start,1,1,0,58,58,0,11532,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
24,145,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,54.0,10.0,Start,1,1,0,58,58,0,16140,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
25,509,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,56.0,8.0,Start,1,1,0,58,58,0,51092,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
26,220,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,38.0,26.0,Start,1,1,0,58,58,0,23340,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
27,365,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,47.0,17.0,Start,1,1,0,58,58,0,37268,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
28,2098,0.177654,0.177654,0.177654,0.177654,0.177654,0.177654,udp,0.0,cs0,64.0,0.0,Start,23,12,11,12020,7449,4571,209840,620.75,415.545441,494669.4063,307519.125,187150.3125,0,0,0,0.0,123.83622,61.91811,56.289192,CON,0.0,0.0,0.0,Benign,Benign,Benign
29,5,0.268886,0.268886,0.268886,0.268886,0.268886,0.268886,udp,0.0,cs0,117.0,11.0,Status,67,54,13,75154,71075,4079,437000,1316.203735,313.769226,2187544.25,2075496.625,112047.4844,0,0,0,0.0,245.457184,197.109558,44.628578,CON,0.0,0.0,0.0,Benign,Benign,Benign
30,3,4.996561,4.996561,4.996561,4.996561,4.996561,4.996561,udp,0.0,cs0,117.0,11.0,Status,130,115,15,147316,142661,4655,217172,1240.530396,310.333344,233386.125,226429.3281,6956.784668,0,0,0,0.0,25.817757,22.815693,2.801927,CON,0.0,0.0,0.0,Benign,Benign,Benign
31,26,0.202288,0.202288,0.202288,0.202288,0.202288,0.202288,udp,0.0,cs0,64.0,0.0,Start,22,12,10,8289,3911,4378,3288,325.916656,437.799988,297674.5938,141817.6094,155857.0,0,0,0,0.0,103.812386,54.377914,44.491024,CON,0.0,0.0,0.0,Benign,Benign,Benign
32,205,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,40.0,24.0,Start,1,1,0,58,58,0,21900,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
33,455,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,42.0,22.0,Start,1,1,0,58,58,0,45908,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
34,4,4.998546,4.998546,4.998546,4.998546,4.998546,4.998546,udp,0.0,cs0,117.0,11.0,Status,140,115,25,156247,150496,5751,205264,1308.660889,230.039993,247606.3906,238770.2344,8836.168945,0,0,0,0.0,27.808086,22.806631,4.801396,CON,0.0,0.0,0.0,Benign,Benign,Benign
35,290,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,47.0,17.0,Start,1,1,0,58,58,0,30060,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
36,45,0.014995,0.014995,0.014995,0.014995,0.014995,0.014995,tcp,0.0,cs0,63.0,1.0,Start,3,2,1,170,112,58,6092,56.0,58.0,29876.625,29876.625,0.0,0,0,0,0.0,133.377792,66.688896,0.0,RST,0.001974,0.001974,0.0,Malicious,SYNScan,Nmap
37,2098,2.714316,2.714316,2.714316,2.714316,2.714316,2.714316,udp,0.0,cs0,64.0,0.0,Status,28,16,12,13240,10459,2781,218192,653.6875,231.75,36417.28125,28901.57422,7515.706055,0,0,0,0.0,9.947258,5.526254,4.052587,CON,0.0,0.0,0.0,Benign,Benign,Benign
38,52,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,39.0,25.0,Start,1,1,0,58,58,0,6988,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
39,379,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,41.0,23.0,Start,1,1,0,58,58,0,38612,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
40,6,4.998067,4.998067,4.998067,4.998067,4.998067,4.998067,udp,0.0,cs0,117.0,11.0,Status,170,155,15,214177,209965,4212,209036,1354.612915,280.799988,340200.3125,333906.6875,6293.633301,0,0,0,0.0,33.813072,30.811913,2.801083,CON,0.0,0.0,0.0,Benign,Benign,Benign
41,288,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,50.0,14.0,Start,1,1,0,58,58,0,29868,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
42,2104,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,211148,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
43,186,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,40.0,24.0,Start,1,1,0,58,58,0,20076,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
44,184,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,55.0,9.0,Start,1,1,0,58,58,0,19884,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
45,34,0.0,0.0,0.0,0.0,0.0,0.0,sctp,40.0,af11,250.0,6.0,Status,2,1,1,192,98,94,430088,98.0,94.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,CON,0.0,0.0,0.0,Benign,Benign,Benign
46,70,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,44.0,20.0,Start,1,1,0,58,58,0,8832,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
47,298,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,41.0,23.0,Start,1,1,0,58,58,0,30828,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
48,197,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,37.0,27.0,Start,1,1,0,58,58,0,21132,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
49,337,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,44.0,20.0,Start,1,1,0,58,58,0,34572,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
50,264,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,46.0,18.0,Start,1,1,0,58,58,0,27564,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
51,256,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,57.0,7.0,Start,1,1,0,58,58,0,26796,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
52,20,0.636942,0.636942,0.636942,0.636942,0.636942,0.636942,tcp,0.0,cs0,64.0,0.0,Status,12,6,6,2273,999,1274,206592,166.5,212.333328,23801.22461,10462.49023,13338.7334,1,0,1,7.692308,17.270018,7.850008,7.850008,CON,0.0,0.0,0.0,Benign,Benign,Benign
53,15,0.056707,0.056707,0.056707,0.056707,0.056707,0.056707,udp,0.0,cs0,64.0,0.0,Status,6,3,3,730,530,200,202100,176.666672,66.666664,68845.11719,49940.92578,18904.19141,0,0,0,0.0,88.172539,35.269016,35.269016,CON,0.0,0.0,0.0,Benign,Benign,Benign
54,3,4.999384,4.999384,4.999384,4.999384,4.999384,4.999384,udp,0.0,cs0,117.0,11.0,Status,180,163,17,210882,206091,4791,200692,1264.361938,281.823517,334980.4688,327763.5938,7216.88916,0,0,0,0.0,35.804413,32.403992,3.200394,CON,0.0,0.0,0.0,Benign,Benign,Benign
55,306,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,54.0,10.0,Start,1,1,0,58,58,0,31596,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
56,5,4.9979,4.9979,4.9979,4.9979,4.9979,4.9979,udp,0.0,cs0,117.0,11.0,Status,171,149,22,203762,197806,5956,5488,1327.557007,270.727264,323599.9063,314498.5,9101.422852,0,0,0,0.0,34.014286,29.612436,4.201765,CON,0.0,0.0,0.0,Benign,Benign,Benign
57,134,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,57.0,7.0,Start,1,1,0,58,58,0,15084,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
58,4,4.961533,4.961533,4.961533,4.961533,4.961533,4.961533,udp,0.0,cs0,117.0,11.0,Status,121,104,17,145019,139174,5845,435036,1338.211548,343.823517,231118.8906,222247.4375,8871.451172,0,0,0,0.0,24.186073,20.759712,3.22481,CON,0.0,0.0,0.0,Benign,Benign,Benign
59,426,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,57.0,7.0,Start,1,1,0,58,58,0,43124,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
60,3,4.998809,4.998809,4.998809,4.998809,4.998809,4.998809,udp,0.0,cs0,117.0,11.0,Status,227,213,14,269787,265196,4591,438716,1245.051636,327.928558,429246.25,422422.2188,6824.025879,0,0,0,0.0,45.21077,42.410103,2.60062,CON,0.0,0.0,0.0,Benign,Benign,Benign
61,198,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,49.0,15.0,Start,1,1,0,58,58,0,21228,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
62,230,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,47.0,17.0,Start,1,1,0,58,58,0,24300,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
63,2116,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,213720,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
64,91,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,48.0,16.0,Start,1,1,0,58,58,0,10956,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
65,14,0.052932,0.052932,0.052932,0.052932,0.052932,0.052932,udp,0.0,cs0,64.0,0.0,Status,5,3,2,684,546,138,208436,182.0,69.0,65442.45313,55013.97656,10428.47363,0,0,0,0.0,75.568649,37.784325,18.892162,CON,0.0,0.0,0.0,Benign,Benign,Benign
66,66,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,48.0,16.0,Start,1,1,0,58,58,0,8448,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
67,536,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,43.0,21.0,Start,1,1,0,58,58,0,53684,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
68,2088,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,207412,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
69,3,4.996696,4.996696,4.996696,4.996696,4.996696,4.996696,udp,0.0,cs0,117.0,11.0,Status,136,121,15,153042,148379,4663,433316,1226.272705,310.866669,242569.8906,235600.4844,6969.405273,0,0,0,0.0,27.017853,24.015869,2.801852,CON,0.0,0.0,0.0,Benign,Benign,Benign
70,423,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,52.0,12.0,Start,1,1,0,58,58,0,42836,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
71,254,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,45.0,19.0,Start,1,1,0,58,58,0,26604,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
72,6,4.996265,4.996265,4.996265,4.996265,4.996265,4.996265,udp,0.0,cs0,117.0,11.0,Status,236,211,25,286448,280942,5506,203628,1331.478638,220.240005,456175.9688,447712.0313,8463.922852,0,0,0,0.0,47.035137,42.031399,4.803588,CON,0.0,0.0,0.0,Benign,Benign,Benign
73,2053,0.065017,0.065017,0.065017,0.065017,0.065017,0.065017,udp,0.0,cs0,64.0,0.0,Status,4,2,2,437,299,138,429896,149.5,69.0,26946.79883,18456.71094,8490.086914,0,0,0,0.0,46.141777,15.380592,15.380592,CON,0.0,0.0,0.0,Benign,Benign,Benign
74,5,4.997977,4.997977,4.997977,4.997977,4.997977,4.997977,udp,0.0,cs0,117.0,11.0,Status,104,90,14,123028,118885,4143,432284,1320.944458,295.928558,194339.4375,188180.1406,6159.29248,0,0,0,0.0,20.608339,17.807205,2.601053,CON,0.0,0.0,0.0,Benign,Benign,Benign
75,151,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,46.0,18.0,Start,1,1,0,58,58,0,16716,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
76,15,0.052933,0.052933,0.052933,0.052933,0.052933,0.052933,udp,0.0,cs0,64.0,0.0,Status,6,3,3,728,530,198,208628,176.666672,66.0,73451.34375,53501.59766,19949.74805,0,0,0,0.0,94.45903,37.783615,37.783615,CON,0.0,0.0,0.0,Benign,Benign,Benign
77,211,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,39.0,25.0,Start,1,1,0,58,58,0,22476,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
78,303,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,40.0,24.0,Start,1,1,0,58,58,0,31308,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
79,2101,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,210752,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
80,2054,0.063906,0.063906,0.063906,0.063906,0.063906,0.063906,udp,0.0,cs0,64.0,0.0,Status,4,2,2,446,308,138,415180,154.0,69.0,27916.00195,19278.31445,8637.686523,0,0,0,0.0,46.943951,15.647984,15.647984,CON,0.0,0.0,0.0,Benign,Benign,Benign
81,322,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,46.0,18.0,Start,1,1,0,58,58,0,33132,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
82,3,4.996729,4.996729,4.996729,4.996729,4.996729,4.996729,udp,0.0,cs0,117.0,11.0,Status,114,100,14,128960,124376,4584,3488,1243.76001,327.428558,203957.4531,197141.7813,6815.65918,0,0,0,0.0,22.614796,19.812962,2.601702,CON,0.0,0.0,0.0,Benign,Benign,Benign
83,4158,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,414876,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
84,519,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,52.0,12.0,Start,1,1,0,58,58,0,52052,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
85,29,0.052975,0.052975,0.052975,0.052975,0.052975,0.052975,udp,0.0,cs0,64.0,0.0,Status,5,3,2,668,530,138,419684,176.666672,69.0,63879.19141,53459.17969,10420.00977,0,0,0,0.0,75.507317,37.753658,18.876829,CON,0.0,0.0,0.0,Benign,Benign,Benign
86,332,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,43.0,21.0,Start,1,1,0,58,58,0,34092,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
87,181,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,55.0,9.0,Start,1,1,0,58,58,0,19596,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
88,408,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,38.0,26.0,Start,1,1,0,58,58,0,41396,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
89,419,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,41.0,23.0,Start,1,1,0,58,58,0,42452,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
90,4,4.991587,4.991587,4.991587,4.991587,4.991587,4.991587,udp,0.0,cs0,117.0,11.0,Status,121,105,16,140834,139041,1793,436184,1324.199951,112.0625,223412.7031,220718.5781,2694.133057,0,0,0,0.0,24.040449,20.835056,3.005056,CON,0.0,0.0,0.0,Benign,Benign,Benign
91,297,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,39.0,25.0,Start,1,1,0,58,58,0,30732,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
92,4,4.998037,4.998037,4.998037,4.998037,4.998037,4.998037,udp,0.0,cs0,117.0,11.0,Start,184,163,21,221712,216245,5467,440,1326.656494,260.333344,352339.9375,344005.4688,8334.472656,0,0,0,0.0,36.614376,32.412727,4.001571,CON,0.0,0.0,0.0,Benign,Benign,Benign
93,4,4.935601,4.935601,4.935601,4.935601,4.935601,4.935601,udp,0.0,cs0,117.0,11.0,Status,128,106,22,146883,140657,6226,426608,1326.952881,283.0,235471.2188,225838.3438,9632.869141,0,0,0,0.0,25.731415,21.274004,4.254801,CON,0.0,0.0,0.0,Benign,Benign,Benign
