,Seq,Dur,RunTime,Mean,Sum,Min,Max,Proto,sTos,sDSb,sTtl,sHops,Cause,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Offset,sMeanPktSz,dMeanPktSz,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,Rate,SrcRate,DstRate,State,TcpRtt,SynAck,AckDat,Label,Attack Type,Attack Tool
32,6,4.976823,4.976823,4.976823,4.976823,4.976823,4.976823,udp,0.0,cs0,117.0,11.0,Status,235,222,13,285118,280596,4522,203124,1263.945923,347.846161,455725.2813,449014.1875,6711.108887,0,0,0,0.0,47.017948,44.405842,2.411177,CON,0.0,0.0,0.0,Benign,Benign,Benign
33,2657,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,58.0,6.0,Start,1,1,0,58,58,0,269584,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
34,2084,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,206804,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
35,3344,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,54.0,10.0,Start,1,1,0,58,58,0,335856,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
36,4674,0.096388,0.096388,0.096388,0.096388,0.096388,0.096388,udp,0.0,cs0,64.0,0.0,Start,21,12,9,8199,3913,4286,449164,326.083344,476.222229,613935.375,297713.4063,316221.9375,0,0,0,0.0,207.49472,114.122093,82.997887,CON,0.0,0.0,0.0,Benign,Benign,Benign
37,6354,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,657436,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
38,2218,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,208048,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
39,283,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,50.0,14.0,Start,1,1,0,58,58,0,29388,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
40,64,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,42.0,22.0,Start,1,1,0,58,58,0,8256,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
41,1177,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,48.0,16.0,Start,1,1,0,58,58,0,115432,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
42,2352,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,222628,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
43,2834,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,49.0,15.0,Start,1,1,0,58,58,0,286888,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
44,2824,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,52.0,12.0,Start,1,1,0,58,58,0,285928,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
45,6,4.99404,4.99404,4.99404,4.99404,4.99404,4.99404,udp,0.0,cs0,117.0,11.0,Status,204,179,25,232512,227150,5362,869612,1268.994385,214.479996,370089.125,361842.5,8246.629883,0,0,0,0.0,40.648453,35.642487,4.805728,CON,0.0,0.0,0.0,Benign,Benign,Benign
46,3593,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,39.0,25.0,Start,1,1,0,58,58,0,359872,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
47,4711,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,49.0,15.0,Start,1,1,0,58,58,0,484972,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
48,2122,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,215236,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
49,367,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,47.0,17.0,Start,1,1,0,58,58,0,37460,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
50,828,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,46.0,18.0,Start,1,1,0,58,58,0,81920,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
51,1506,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,51.0,13.0,Start,1,1,0,58,58,0,147016,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
52,3845,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,57.0,7.0,Start,1,1,0,58,58,0,384184,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
53,2517,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,38.0,26.0,Start,1,1,0,58,58,0,255920,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
54,2635,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,38.0,26.0,Start,1,1,0,58,58,0,267472,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
55,2140,0.002021,0.002021,0.002021,0.002021,0.002021,0.002021,tcp,0.0,cs0,39.0,25.0,Start,2,1,1,112,58,54,218872,58.0,54.0,0.0,0.0,0.0,0,0,0,0.0,494.804535,0.0,0.0,RST,0.0,0.0,0.0,Malicious,SYNScan,Nmap
56,1264,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,37.0,27.0,Start,1,1,0,58,58,0,123784,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
57,3533,0.030067,0.030067,0.030067,0.030067,0.030067,0.030067,icmp,0.0,cs0,58.0,6.0,Start,2,1,1,196,98,98,334448,98.0,98.0,0.0,0.0,0.0,0,0,0,0.0,33.259052,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
58,7,4.923116,4.923116,4.923116,4.923116,4.923116,4.923116,udp,0.0,cs0,117.0,11.0,Status,164,145,19,199596,195074,4522,1116616,1345.337891,238.0,321768.5625,314807.125,6961.444336,0,0,0,0.0,33.109112,29.249767,3.656221,CON,0.0,0.0,0.0,Benign,Benign,Benign
59,4264,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,440248,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
60,1214,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,47.0,17.0,Start,1,1,0,58,58,0,118984,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
61,343,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,37.0,27.0,Start,1,1,0,58,58,0,35148,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
62,526,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,51.0,13.0,Start,1,1,0,58,58,0,52724,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
63,4,4.99703,4.99703,4.99703,4.99703,4.99703,4.99703,udp,0.0,cs0,117.0,11.0,Status,127,104,23,142502,136886,5616,863532,1316.211548,244.17392,225641.2344,217040.9375,8600.308594,0,0,0,0.0,25.214979,20.612244,4.402616,CON,0.0,0.0,0.0,Benign,Benign,Benign
64,4,4.998027,4.998027,4.998027,4.998027,4.998027,4.998027,udp,0.0,cs0,117.0,11.0,Status,132,112,20,152246,146836,5410,732880,1311.035767,270.5,241159.1719,232931.9219,8227.24707,0,0,0,0.0,26.210344,22.208765,3.8015,CON,0.0,0.0,0.0,Benign,Benign,Benign
65,1161,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,37.0,27.0,Start,1,1,0,58,58,0,113896,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
66,7969,0.042025,0.042025,0.042025,0.042025,0.042025,0.042025,icmp,0.0,cs0,58.0,6.0,Start,2,1,1,196,98,98,748448,98.0,98.0,0.0,0.0,0.0,0,0,0,0.0,23.795361,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
67,4868,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,56.0,8.0,Start,1,1,0,58,58,0,500044,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
68,5,4.914379,4.914379,4.914379,4.914379,4.914379,4.914379,udp,0.0,cs0,117.0,11.0,Status,146,124,22,165785,160082,5703,217276,1290.983887,259.227264,267355.8438,258493.6875,8862.157227,0,0,0,0.0,29.505253,25.028595,4.273175,CON,0.0,0.0,0.0,Benign,Benign,Benign
69,8568,0.228846,0.228846,0.228846,0.228846,0.228846,0.228846,udp,0.0,cs0,64.0,0.0,Start,22,13,9,13954,9058,4896,893412,696.769226,544.0,444456.0938,292318.8438,152137.25,0,0,0,0.0,91.764771,52.437012,34.958008,CON,0.0,0.0,0.0,Benign,Benign,Benign
70,4010,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,58.0,6.0,Start,1,1,0,58,58,0,400024,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
71,7,4.996018,4.996018,4.996018,4.996018,4.996018,4.996018,udp,0.0,cs0,117.0,11.0,Status,146,139,7,187962,186798,1164,890728,1343.870483,166.285721,298562.5938,296964.5,1598.072754,0,0,0,0.0,29.023115,27.621998,1.200956,CON,0.0,0.0,0.0,Benign,Benign,Benign
72,3233,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,46.0,18.0,Start,1,1,0,58,58,0,325200,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
73,4154,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,395124,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
74,939,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,40.0,24.0,Start,1,1,0,58,58,0,92584,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
75,4168,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,417716,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
76,3498,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,37.0,27.0,Start,1,1,0,58,58,0,350752,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
77,177,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,41.0,23.0,Start,1,1,0,58,58,0,19212,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
78,3062,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,36.0,28.0,Start,1,1,0,58,58,0,308776,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
79,20,0.153054,0.153054,0.153054,0.153054,0.153054,0.153054,tcp,0.0,cs0,64.0,0.0,Status,10,5,5,2093,921,1172,860664,184.199997,234.399994,87550.79688,38522.35156,49028.44922,0,0,0,0.0,58.802776,26.134567,26.134567,CON,0.0,0.0,0.0,Benign,Benign,Benign
80,463,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,47.0,17.0,Start,1,1,0,58,58,0,46676,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
81,8,4.868721,4.868721,4.868721,4.868721,4.868721,4.868721,udp,0.0,cs0,117.0,11.0,Status,165,141,24,194376,189300,5076,1135096,1342.553223,211.5,316835.5625,308841.6875,7993.885742,0,0,0,0.0,33.68441,28.754986,4.724033,CON,0.0,0.0,0.0,Benign,Benign,Benign
82,8,4.956822,4.956822,4.956822,4.956822,4.956822,4.956822,udp,0.0,cs0,117.0,11.0,Status,252,221,31,304048,297858,6190,640392,1347.773804,199.677414,488219.2813,478550.1875,9669.098633,0,0,0,0.0,50.637283,44.383278,6.052265,CON,0.0,0.0,0.0,Benign,Benign,Benign
83,364,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,52.0,12.0,Start,1,1,0,58,58,0,37172,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
84,1856,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,49.0,15.0,Start,1,1,0,58,58,0,180736,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
85,4434,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,48.0,16.0,Start,1,1,0,58,58,0,458260,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
86,1567,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,43.0,21.0,Start,1,1,0,58,58,0,152984,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
87,8,4.998209,4.998209,4.998209,4.998209,4.998209,4.998209,udp,0.0,cs0,117.0,11.0,Status,200,178,22,243352,238471,4881,651488,1339.724731,221.863632,387005.8125,379547.1563,7458.671875,0,0,0,0.0,39.814262,35.412685,4.201505,CON,0.0,0.0,0.0,Benign,Benign,Benign
88,8543,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,894108,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
89,843,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,50.0,14.0,Start,1,1,0,58,58,0,83360,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
90,7,4.999571,4.999571,4.999571,4.999571,4.999571,4.999571,udp,0.0,cs0,117.0,11.0,Status,130,116,14,150958,146381,4577,132644,1261.905151,326.928558,239014.1094,232211.9375,6802.183594,0,0,0,0.0,25.802214,23.001974,2.600223,CON,0.0,0.0,0.0,Benign,Benign,Benign
91,4679,0.099567,0.099567,0.099567,0.099567,0.099567,0.099567,icmp,0.0,cs0,58.0,6.0,Start,2,1,1,196,98,98,449988,98.0,98.0,0.0,0.0,0.0,0,0,0,0.0,10.043488,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
92,5166,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,48.0,16.0,Start,1,1,0,58,58,0,528660,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
93,15,0.052889,0.052889,0.052889,0.052889,0.052889,0.052889,udp,0.0,cs0,64.0,0.0,Status,6,3,3,748,548,200,865044,182.666672,66.666664,75630.09375,55361.22656,20268.86523,0,0,0,0.0,94.537613,37.815044,37.815044,CON,0.0,0.0,0.0,Benign,Benign,Benign
